Gene	ZT2-Rep1	ZT6-Rep1	ZT10-Rep1	ZT14-Rep1	ZT18-Rep1	ZT22-Rep1	ZT2-Rep2	ZT6-Rep2	ZT10-Rep2	ZT14-Rep2	ZT18-Rep2	ZT22-Rep2	ZT2-Rep3	ZT6-Rep3	ZT10-Rep3	ZT14-Rep3	ZT18-Rep3	ZT22-Rep3
AT4G22980	5.71364	3.79724	3.89048	8.96706	4.63373	6.0022	5.61032	4.46361	4.5527	8.2503	5.48651	7.00409	5.46124	3.99253	5.3017	8.31175	4.90681	4.91461
AT5G20740	26.6598	20.0189	19.5399	25.4345	9.77501	15.4239	25.525	17.9989	17.9928	22.2473	11.7453	15.2339	19.3742	16.018	19.6478	24.6344	10.5435	15.4845
AT5G47890	110.028	128.014	144.791	184.498	171.477	186.494	138.493	143.891	138.697	142.05	177.875	171.48	139.689	142.014	137.535	164.881	167.023	172.246
AT4G26400	17.5031	12.4161	15.3877	14.3622	43.3629	62.7614	13.1542	15.7081	16.8218	12.7847	42.6619	59.1384	11.8143	11.0408	13.4771	16.7649	45.4292	64.1756
AT1G07680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.287517	0	0	0.172893
AT3G01620	0.288554	0.139883	0.531017	0.530409	0.159065	0.265511	0.260525	0.141292	0	0.229135	0.679214	0.768048	0.373455	0.317796	0.113907	0.0967611	0.613655	0
AT4G25660	15.569	17.7152	21.0796	18.4378	13.8876	14.3731	15.9894	18.8165	18.9642	17.498	16.4186	15.0564	17.1331	19.4038	19.0337	17.6664	13.8935	14.692
AT5G26742	243.301	173.416	245.025	247.549	283.281	329.72	252.62	168.253	262.124	285.439	274.481	328.712	227.312	154.662	258.919	244.733	268.692	338.317
AT5G26740	19.2961	20.2679	22.8116	20.1442	36.6751	28.1084	19.8056	24.8285	25.1437	23.4475	35.85	32.4288	19.1346	23.2569	23.9999	21.4296	33.6184	31.5927
AT3G06930	15.136	12.2225	15.1955	18.2439	16.6882	14.594	20.1528	12.4339	15.3693	22.3205	18.3155	17.7502	20.2487	12.9988	16.3594	15.0526	15.0889	15.0534
AT5G26749	3.70545	5.86561	6.62741	5.52593	7.19	8.4946	5.88311	5.48493	6.79764	8.12657	6.30148	8.72232	6.32352	3.63865	6.21471	8.83524	10.7702	7.90995
AT4G21750	29.8024	48.454	35.9336	33.1043	33.3065	31.4701	31.3187	48.4863	41.6668	37.2665	37.2566	31.1589	29.7843	45.7762	36.1721	34.5976	35.3138	29.9333
AT3G10300	5.3294	17.7019	24.5691	15.567	22.8946	11.1941	5.40049	16.0795	26.5655	15.1023	20.1611	10.7215	6.68618	17.5449	24.4339	17.2034	23.9994	12.3138
AT5G59350	17.328	19.0798	22.0735	28.6541	11.0509	13.7098	15.8812	19.4094	21.0633	26.9212	12.8202	13.818	13.5686	18.4821	21.588	25.6291	12.0463	13.0489
AT3G14480	0	0	0.313416	0	0	0	0	0	0	0	0.297795	0	0	0	0	0.38437	0.308378	0.271316
AT1G75750	293.17	159.278	159.803	173.911	866.841	688.047	264.612	182.207	244.584	231.771	839.379	543.461	303.206	184.957	176.402	234.071	872.949	596.935
AT5G58000	7.49313	7.3339	8.86416	9.25891	7.74687	8.15302	7.0409	7.32774	7.53621	8.10849	8.3894	6.90621	8.20642	8.76548	8.19296	7.77426	6.94629	6.62343
AT5G58003	6.88327	6.14081	8.32853	9.57999	10.0951	9.84976	8.58133	7.5078	6.98221	7.34308	9.22007	7.94666	7.65596	8.12339	7.67054	9.47762	9.10401	9.67028
AT5G53050	21.7116	38.037	32.8091	32.6486	20.3792	22.2038	30.2083	35.9361	30.9794	32.8227	21.527	21.7987	30.4248	35.529	31.5776	34.2744	23.0331	23.6235
AT5G58005	32.9187	38.9699	33.2885	59.8911	39.4047	43.3786	40.537	37.9086	36.8688	40.7552	49.7889	47.1509	40.6324	32.9375	41.012	57.3274	48.8451	42.8484
AT4G13000	1.26906	0.841294	0.739294	1.37499	0.577687	0.72259	0.379992	0.681226	0.780853	0.744066	0.547038	0.725082	1.25445	0.478258	0.82584	0.806305	0.559904	0.586731
AT3G52810	0	0.06998	0	0.0870003	0.0766796	0	0	0	0	0	0	0	0	0	0	0	0	0.0674495
AT1G70505	5.00405	6.60045	4.92065	5.95048	4.09692	4.3113	6.68326	4.07458	5.18739	3.50264	2.38691	4.21287	5.14686	5.39779	4.10363	5.91462	2.98209	3.92841
AT3G13650	5.0397	7.53297	11.309	14.3019	12.6858	7.42211	4.78648	8.21372	7.88004	14.1544	10.0151	8.74887	6.7951	8.43349	12.1882	13.3846	13.4909	7.38508
AT5G61900	6.85928	8.35165	13.6399	13.2704	17.3469	16.8619	7.11297	9.82991	12.9891	13.314	16.9919	14.9193	9.00829	10.2951	11.4725	12.9733	15.9394	15.0616
AT3G18680	82.3615	78.5	111.461	107.497	88.1344	119.476	91.6477	74.6673	112.475	127.975	90.1991	119.173	81.1859	74.5808	100.579	105.54	89.9272	113.977
AT2G38100	0.181782	0.200135	0.0722616	0	0.362904	0.121956	0.0981481	0.201401	0.438089	0.213348	0.341497	0.156263	0	0.0762686	0.217798	0.258407	0.0706621	0.189638
AT2G24460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.130445	0
AT4G02620	87.1839	125.647	146.062	152.445	176.078	147.256	106.885	134.685	145.918	156.973	174.373	143.041	123.585	130.978	152.566	152.985	166.356	136.557
AT3G14150	9.52245	23.8158	26.6858	29.1376	23.9381	35.6457	13.9487	19.6035	22.6186	19.4366	25.1034	30.3668	12.7188	21.8167	26.4407	25.4675	19.2531	28.6479
AT2G30370	3.33783	3.00713	3.63196	4.69752	2.16165	5.05648	2.54855	4.31875	2.40654	3.03356	4.03778	3.16018	2.67314	2.23323	2.3841	4.4145	3.49366	5.21504
AT2G31420	0.261497	0	0	0.462675	0.214833	0.538695	0	0	0	0	0	0	0.788786	0.219718	0	0	0.211035	0.3777
AT2G36430	13.1292	14.9756	19.3263	27.7992	21.0551	20.9922	9.49876	14.9114	18.6201	23.4664	21.6643	23.7453	11.3993	13.2477	18.3092	26.5225	23.9724	23.1651
AT2G31425	0.189145	0	0	0	0	0.127795	0	0	0	0	0.144522	0	0.182087	0	0	0	0	0
AT3G59460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G11250	1.7115	3.58391	5.74987	4.99674	4.46738	4.1325	1.30377	3.6184	6.13346	5.74779	4.37952	4.78055	1.60325	3.38233	6.03624	5.02307	4.1357	4.36401
AT5G06150	17.6981	25.2074	27.1483	22.035	23.7581	15.5515	20.7397	27.5908	29.4725	25.1733	22.6554	18.8095	18.5829	24.9939	30.2679	20.194	25.2501	18.1217
AT1G62120	3.86798	3.84569	3.79401	4.34744	3.94957	4.58909	3.51311	3.79354	3.38275	3.95286	5.1043	5.70618	3.41299	3.53844	3.29927	4.68952	4.75856	5.04305
AT4G28660	336.06	217.124	207.794	388.573	262.751	181.195	297.193	193.123	207.534	354.734	267.6	198.689	266.258	179.53	224.883	376.568	271.871	184.907
AT2G33480	16.9804	7.7262	14.7787	24.9092	24.6742	25.64	15.0733	7.72541	12.6945	18.0851	28.2715	26.7381	18.7841	11.5734	13.9713	20.6024	25.4768	25.4234
AT2G29730	7.70577	8.27982	7.98195	9.1996	12.7199	10.8022	5.69588	8.1734	8.50366	11.4652	12.4935	11.6698	7.03038	8.60622	9.91723	9.66918	10.7086	9.83101
AT5G59970	179.551	122.036	116.338	217.805	134.147	110.934	169.662	130.555	130.493	187.751	133.691	125.374	157.481	129.011	147.797	188.984	140.617	114.662
AT3G42850	0	0.0614454	0.168766	0.1096	0.135753	0.171649	0.114641	0.0624236	0.121197	0.0668959	0.0320299	0.0736012	0.331939	0.0353025	0.0253692	0	0.131622	0.119334
AT4G30450	75.136	46.1132	34.3614	45.8533	43.7479	36.377	66.9471	45.0027	36.5828	34.8109	39.2851	45.6888	79.9805	51.7405	48.4395	55.097	35.1609	40.1269
AT4G24130	30.1349	24.4876	23.4881	34.1392	23.2193	21.8851	29.2116	19.8669	19.1484	33.8983	27.8408	24.7382	36.6702	24.5402	22.0037	33.8795	26.3146	18.1687
AT5G27830	7.81255	9.12503	11.6067	12.6864	13.6458	12.8809	9.38062	11.5767	10.4651	8.40136	13.1259	13.2885	8.01476	7.57878	12.8033	13.3818	16.3822	12.6351
AT2G26900	89.9459	228.131	275.2	249.683	161.011	122.457	130.076	232.976	275.628	253.364	152.335	133.511	114.597	202.376	294.754	233.34	157.021	115.886
AT1G70420	7.76881	13.0569	20.0495	11.7734	10.9865	6.50476	5.80304	13.1217	22.6229	10.8779	11.3394	9.8457	6.75872	16.466	23.3827	11.1286	9.02671	10.9954
AT4G32342	0	0.28846	0	0	0	0.269292	0	0.293146	0	0	0	0	0	0	0	0	0	0.277842
AT4G32340	17.6005	63.5072	219.722	189.843	78.9067	50.567	14.8735	61.4748	211.143	173.76	71.3714	43.789	15.3289	71.9517	214.16	190.458	80.6393	48.4267
AT2G18330	9.37832	6.12559	6.32854	8.05413	8.83371	8.00975	9.67407	6.74043	6.68063	9.34768	8.42899	8.11546	9.68372	5.01179	7.54706	9.12927	7.65488	7.6555
AT3G19790	20.2294	12.8552	15.8465	29.6221	21.3908	23.4665	18.0384	11.2846	24.3385	25.0004	23.3986	20.3439	18.8708	14.3346	19.9277	28.6574	22.5779	21.1019
AT4G36850	35.9669	33.5642	3.49712	3.62179	70.7336	81.1523	65.7336	40.3831	4.3296	3.97021	58.3357	63.4358	56.7248	43.1834	1.68797	5.24924	63.169	98.3747
AT1G68350	0.426068	1.2384	0.837965	1.31325	0.526132	0.578636	0.345552	0.782954	1.42739	0.673978	0.654627	0.186383	0.838657	0.527447	1.51285	0.825837	1.01071	1.51778
AT5G66300	3.03745	1.86384	3.42293	3.94956	1.87044	2.70024	3.34636	2.77383	2.12333	2.2341	2.73527	3.3157	4.11656	2.8184	3.5993	2.37199	2.34067	2.57525
AT1G72900	4.90993	6.31525	7.82053	8.72994	37.1285	22.4211	3.59185	7.82064	8.40428	10.2833	28.532	13.1313	3.85007	7.36025	7.66425	11.3253	35.4151	21.0799
AT2G30590	14.8633	13.7646	14.5212	16.6038	22.4438	18.5253	16.4276	13.6335	14.7714	15.0892	23.4155	19.3186	13.9823	12.45	14.4792	17.3793	20.3809	19.9
AT2G34280	0	0	0	0	0	0	0.0521425	0	0	0.076153	0	0	0	0	0	0	0	0
AT5G52090	0	0	0	0	0	0.0413081	0	0	0	0	0	0	0.0611119	0	0.036781	0	0	0
AT1G73360	2.3557	1.56166	2.01917	3.68186	2.18391	1.98474	2.74633	1.41357	2.31611	2.50484	2.17944	2.50178	1.7051	1.59694	2.18744	3.22369	2.318	2.35869
AT3G21600	6.75694	5.26771	6.36283	5.06888	4.33112	5.40018	9.36202	5.97287	6.2798	5.73636	5.27207	3.82591	7.81937	6.08906	5.55345	4.80931	4.95713	5.42241
AT2G32990	16.0191	11.6534	9.29684	18.114	11.0466	6.30921	13.7566	11.9104	8.90784	17.5617	13.1532	6.90566	15.2285	9.19989	11.3194	19.2019	11.9935	6.45485
AT2G37740	0.374159	0.419496	0.302051	0.166748	0.310997	0.257452	0.205958	0.140986	0	0.149982	0.435255	0	0.376012	0	0.227379	0	0.754795	0.269118
AT3G19240	12.1303	9.36105	12.9406	11.0194	13.5827	10.9748	9.26428	10.7979	12.2445	12.839	11.9168	11.7977	9.76652	9.45414	11.1988	10.8327	11.307	11.19
AT1G68680	30.5665	29.8366	37.0197	42.4442	36.6328	36.8543	30.302	32.1238	28.1883	36.4837	42.768	36.1188	33.6674	26.4988	27.0126	36.4677	46.2209	43.9337
AT5G54800	34.3108	44.5182	42.9652	39.6382	48.5696	37.8831	25.8769	40.4224	37.3994	45.0109	45.5924	39.8235	33.9166	46.7139	45.3779	42.0305	41.822	38.6839
AT3G26570	399.086	183.038	73.8243	151.449	100.385	154.159	329.566	186.327	72.862	151.482	99.6442	146.828	316.853	172.375	74.1601	151.244	101.791	153.923
AT1G05960	14.6323	19.1174	26.3962	23.9398	27.7246	35.1728	16.715	20.3793	25.6665	24.6644	28.1845	33.1199	17.5618	18.3455	25.29	25.6434	26.4183	35.0091
AT3G23310	19.8333	17.5778	19.352	20.3037	17.6527	20.309	22.8357	18.3798	16.6821	20.9458	20.4926	19.9629	20.6675	18.1268	18.3681	19.5237	18.7932	20.503
AT1G80140	0	0.0972012	0	0	0	0	0.0724509	0	0	0	0	0	0	0.112135	0	0	0	0
AT3G43722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G43720	151.437	109.669	96.3452	151.014	119.725	160.353	153.641	110.769	104.547	132.897	125.145	161.309	139.86	112.352	102.839	156.542	128.88	142.772
AT1G42710	0	0	0	0	0	0	0	0	0	0	0	0	0.33199	0	0	0	0	0
AT4G09900	19.6772	20.6547	18.6437	20.2449	9.43103	6.66517	20.6711	20.7554	22.528	20.2804	7.79586	6.08079	19.9763	19.656	21.2043	20.5735	10.5987	6.46911
AT1G47940	0	0.134422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G45070	3.99589	4.57937	6.95134	8.34491	9.82768	4.16512	2.11338	3.50737	3.4823	9.44529	11.4897	3.55685	2.34284	5.42868	6.89879	10.2663	9.61886	4.49201
AT4G33430	14.3315	20.463	28.9839	24.7257	30.0237	25.9547	15.0914	25.4613	28.5761	26.0622	29.024	26.2727	17.1179	22.6965	28.6325	26.5299	26.3719	25.8648
AT2G19060	1.10669	0.873381	1.45045	0.599199	0.896337	0.574467	0.552972	1.05005	1.38255	0.803901	0.472779	1.22668	0.547528	0.727044	1.18617	0.878805	0.738194	0.550627
AT2G35420	4.11753	3.58053	5.68074	7.47366	8.30906	7.46446	3.78066	4.35508	5.83781	5.08111	9.03903	8.40019	2.11437	3.59545	6.38984	7.09513	5.41936	8.02859
AT5G17960	0.08857	0.129638	0.0702049	0	0.144452	0.0592506	0.0477441	0.0650982	0.171009	0.0697803	0	0.0768395	0	0	0.10619	0	0	0.0622117
AT1G79430	10.6597	9.64411	8.77564	10.8708	10.3831	14.7457	9.42511	11.3213	10.0002	11.2864	12.8376	11.9977	10.9236	11.1965	9.94423	9.59188	12.4248	13.5186
AT4G31490	31.0073	33.6839	38.9496	29.6196	38.5828	31.0535	27.1023	35.7599	42.1526	38.4604	35.5581	35.8682	28.9773	33.6914	40.5607	29.6129	34.7856	29.3512
AT1G32610	1.886	2.73721	2.36275	4.25677	1.79661	3.33162	2.42349	2.29126	3.11859	2.85174	2.69542	2.63228	2.78382	2.71105	2.17275	2.8128	3.57426	3.1715
AT1G69080	4.75839	3.83456	4.89754	5.27368	5.00273	7.52718	4.37786	4.55027	4.80702	6.1075	6.3566	6.33353	4.22585	4.54303	5.02867	6.0689	6.55782	7.50732
AT1G56320	5.29302	6.74342	10.6957	12.0752	12.4632	11.1345	8.44384	7.68455	8.31628	11.2205	17.2105	9.23655	8.60759	11.672	10.6503	12.6473	16.4759	10.1427
AT1G62050	4.46325	6.62477	7.72269	9.24106	6.678	7.01116	4.70077	6.63505	7.72753	7.62965	7.64656	6.36	4.04698	6.73092	9.27708	8.06378	6.494	6.63498
AT4G20930	3.76985	6.79337	6.82766	9.55202	7.00182	8.23492	5.32664	6.81403	5.81957	9.12589	7.5001	6.20665	4.82226	6.19394	6.4707	8.8751	8.59706	7.31308
AT2G41710	11.9334	10.2324	15.7616	13.0516	20.7561	25.675	11.2188	12.0343	15.4235	12.5892	23.0398	22.9696	11.8674	12.7259	15.5874	14.7188	19.6182	26.2894
AT2G44540	0	0	0	0	0	0	0	0	0.0764692	0	0	0	0	0	0	0	0	0
AT3G57940	7.00734	4.20574	6.1725	6.30906	6.11113	6.8067	8.11547	4.45612	6.07152	9.39383	5.22864	8.23593	9.0137	4.58058	6.76322	6.59967	6.40148	6.97481
AT2G47010	7.14755	5.45139	5.91049	13.3517	12.3659	10.0431	5.14248	4.71003	4.81437	12.2658	14.0826	10.223	6.86552	4.62381	5.99722	12.457	12.597	8.11266
AT1G59312	0	0	0	0	0	0.0692123	0.0563758	0	0	0	0.157136	0	0	0.0870227	0	0	0.0817578	0
AT1G74500	14.2568	15.1276	15.6074	18.5363	23.7873	14.4777	18.0633	20.7613	20.6868	18.2239	19.9435	21.2468	16.7941	18.9274	19.385	15.8316	19.5917	21.0878
AT5G60620	16.5219	31.6853	32.7402	30.9729	38.2599	36.4737	24.6097	32.6688	36.4206	29.1643	37.6662	36.9436	27.9868	31.6726	36.8744	31.2751	40.5261	40.0038
AT1G35340	42.4609	57.0591	49.7471	62.8491	57.1183	61.4895	47.6012	54.9433	48.0334	60.0991	63.5105	53.5255	46.5171	57.1773	55.7989	60.0802	60.2547	58.9531
AT4G03090	7.72779	6.82566	7.24339	7.35224	6.2631	5.93104	7.98549	6.48224	7.03598	8.16268	6.98815	6.66941	7.34663	6.71985	6.96792	6.68482	5.83002	7.22769
AT3G60500	11.5341	11.3915	14.1876	12.9232	14.6684	14.6808	15.3187	12.6749	12.8886	16.0429	15.6493	15.6673	13.215	9.82977	13.3907	14.1144	14.521	14.574
AT3G30280	0.105701	0.230801	0	0	0.169258	0	0	0	0	0.0824447	0	0	0	0.0875764	0.0623282	0.103599	0	0
AT3G07910	50.1542	45.2313	50.2582	73.6966	76.8308	66.2942	59.4706	43.9701	47.3958	62.7004	83.1502	61.7085	51.6111	46.1311	55.4143	74.0955	69.7314	60.4455
AT3G08720	8.26184	6.27186	6.39982	9.32376	10.1274	7.81534	7.4736	6.61743	7.61955	9.62604	10.6327	8.35836	9.16878	6.5401	7.989	9.19532	8.2785	7.5654
AT1G72010	25.4825	26.0391	26.6277	33.8331	28.0037	24.9598	20.4104	26.134	29.0887	29.899	26.588	26.4127	18.4207	25.7084	25.6007	31.4079	25.344	24.125
AT5G51540	6.05581	2.96868	3.95716	5.29992	3.75945	6.06033	6.55821	2.65536	2.39739	4.71097	5.3842	6.03282	5.98393	2.21778	3.45832	5.29821	4.82661	5.95152
AT5G51545	67.6481	65.5311	73.9812	105.509	92.9498	101.776	61.5455	63.0156	70.0926	88.3249	101.993	94.3934	60.462	67.0757	76.4027	110.18	96.3788	93.6816
AT2G04100	6.28709	4.97514	4.47583	5.09958	3.96784	4.32186	5.43052	6.50258	4.27599	4.75666	5.22059	3.45906	7.3815	6.69229	4.2996	4.55081	5.33327	4.08677
AT2G46940	4.79897	1.24188	1.24692	1.87636	1.66412	3.2521	4.23656	1.98974	1.50583	2.31604	1.62557	2.05408	2.50894	1.80864	2.13165	2.26	1.66323	2.17606
AT1G69550	6.71603	6.78184	7.17683	6.11805	5.13149	5.76543	6.15964	7.03901	8.66548	6.3511	5.36696	5.39393	5.91105	6.73598	7.21081	6.33713	4.75694	5.67239
AT5G67160	6.27068	2.58968	2.44661	3.98379	3.56332	3.37804	4.85121	4.15453	2.25	6.07821	2.93902	3.33213	3.78103	4.05828	3.11859	4.74999	3.40412	3.17098
AT5G39250	6.33896	7.06831	9.30307	8.089	10.0203	8.84567	6.6874	5.81735	10.2755	9.91729	10.03	10.3625	4.67207	7.7456	9.07954	8.74962	6.80252	6.66706
AT1G77620	3.84971	3.89377	4.12362	3.41981	3.05439	3.92113	3.90738	3.31941	3.93878	4.45661	3.16162	3.51264	3.31638	2.81569	3.92646	4.10179	3.17928	3.50391
AT4G09649	0	0	0	10.1144	0	0	0	0	0	0	9.10209	0	0	0	0	0	0	0
AT4G09647	2.44677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G49890	14.0955	11.3624	12.7501	16.6437	15.6654	17.5667	12.4025	11.7119	12.2567	15.1289	15.4237	18.3441	13.1574	10.7227	12.7741	14.1229	15.8366	16.8013
AT5G55040	17.6701	15.6038	17.522	16.3522	21.1818	21.4497	16.7295	15.5097	16.5134	17.7845	23.7047	21.3795	16.6277	15.7572	16.2027	16.3726	22.5325	22.1029
AT3G22050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180055	0
AT4G08510	7.67031	4.33731	5.02115	6.99091	6.22049	7.23226	7.26924	4.1984	5.20231	6.08574	6.255	6.0961	6.56931	4.95824	5.2158	6.90604	5.71563	6.44966
AT2G38920	0.185001	0.0667241	0.14616	0.158989	0.224702	0.186248	0.198863	0.136162	0	0.508797	0.28071	0.397947	0.182981	0.229837	0.165189	0.266151	0.657086	0.19543
AT5G17340	0	0	0	0.258726	0.227821	0.577473	0.152906	0	0	0.217923	0	0	0	0	0.334059	0	0.223842	0.197414
AT1G77990	6.60961	5.78942	6.5307	10.7586	8.75565	12.4492	5.9835	5.25358	6.43138	9.63374	7.12406	9.77846	5.71025	6.01228	5.54097	9.84674	8.7663	11.0192
AT2G36190	0	0	0	0	0	0	0.0340758	0	0	0	0	0	0	0	0	0	0.0491888	0
AT1G55670	3802.26	4403.3	3944.8	2637.94	1856.78	2128.23	3111.51	4436.03	3752.1	2379.59	1936.7	2068.86	3040.51	4518.83	3781.04	2686.52	2224.07	2198.69
AT1G55675	12.9764	12.0314	20.5578	25.0945	21.3014	25.3192	11.35	13.1047	16.6576	23.3778	21.2409	26.6197	12.2689	13.2924	20.1536	30.5376	20.893	23.1403
AT3G30370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT5G61570	5.69011	6.16676	8.72081	11.6057	8.47185	8.302	5.25681	5.70656	7.93781	9.26347	7.57998	6.80582	6.188	6.65192	10.1546	10.168	7.39824	7.74818
AT1G26970	0.530725	0.760765	1.45124	0.998082	1.2633	0.177643	0.379394	0.578671	0.832311	0.690298	0.799964	0.226559	0.512064	0.868526	0.881928	1.01377	0.960734	0.184563
AT5G50630	6.97668	7.37402	8.05948	8.24782	9.39457	8.58897	5.51508	6.59087	7.34681	7.83053	9.60775	8.9339	5.51009	5.18425	8.00035	8.15889	10.2056	8.16793
AT1G26976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05510	4.55666	5.03689	6.39122	6.90266	7.60696	7.79115	6.92983	5.9799	5.75619	5.7459	7.44499	6.59785	5.39819	4.88479	5.95326	6.02264	6.90995	7.66101
AT1G63010	16.4847	21.0374	23.502	21.3559	19.8775	17.2621	18.2726	20.8555	22.4156	25.469	19.9084	16.5798	20.2335	21.1958	24.6355	20.6013	16.9675	16.3849
AT1G64040	35.3592	34.8397	33.9353	39.2035	52.6753	54.1622	36.58	37.7315	39.0217	38.3537	49.6284	57.2306	36.3955	33.5774	36.7563	42.1893	51.8277	55.5596
AT1G65310	15.1534	16.2728	17.1715	11.513	14.776	12.7472	15.0715	17.7779	11.2813	13.9045	13.4261	16.6201	18.9748	15.3227	19.3902	11.2993	11.7833	13.05
AT1G34120	2.85761	4.52482	5.70522	6.18937	5.46252	5.21286	3.94748	5.02512	5.40046	4.36758	5.15435	4.97647	5.10816	5.55751	4.63886	5.09354	4.41665	5.50691
AT1G10530	1.68395	0.618333	1.23967	1.61841	2.40973	1.06025	1.84994	1.26037	1.7849	2.01768	1.19563	2.34659	2.09685	2.2443	1.86356	1.78457	1.2293	2.72112
AT4G02050	19.1907	16.3764	16.3773	17.2624	17.6986	16.5549	18.2408	18.7486	17.7255	19.078	18.9044	17.7252	19.6734	17.9546	17.3588	19.1078	13.8622	18.4084
AT5G12440	7.45928	11.0735	15.6092	13.0304	13.5464	16.7838	9.0823	11.6853	14.2535	13.6923	14.7658	18.9615	8.07085	11.9225	13.944	13.4427	13.5706	20.362
AT1G77750	27.4365	16.0153	25.3009	37.394	30.9449	29.6979	26.5611	19.6705	24.0056	35.0439	33.2508	33.8369	29.3353	17.61	27.1312	31.3117	35.0507	33.2752
AT2G46050	0.156608	0.0569925	0.497074	0.203776	0.582553	0.209539	0.252841	0.17229	0.300891	0.560556	0.358271	0.415641	0.308411	0	0.280223	0.445444	0.492299	0.334815
AT3G20700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT2G43660	0.460796	0	0.363171	0	0	0.314718	0	1.01734	0	0.734003	0.709181	0	0	0.378339	0.546844	0	0	1.30471
AT5G03110	8.18273	3.81703	2.05667	4.37101	5.05302	5.02428	5.09404	3.39314	2.49049	3.54416	4.4108	4.56573	6.23198	3.70916	1.90681	4.13509	3.97837	5.73394
AT5G52770	0	0	0	0	0	0	0.487834	0	0	0	0	0	0	0	0	0	0	0
AT1G09510	0	0	0	0	0	0	0.0698745	0	0	0	0.10057	0	0	0	0	0	0	0.0920947
AT5G04460	9.04315	7.29369	9.66264	9.10779	8.83765	9.98826	8.57607	8.17658	8.26694	8.54814	9.51263	9.11134	9.06045	8.75874	8.53765	8.56989	8.87356	10.7122
AT5G08120	9.44259	15.8729	16.9914	19.0114	18.5413	16.969	11.1618	16.7051	17.4998	17.6181	18.9812	16.4592	10.7275	13.6889	17.5885	15.8277	17.9511	18.1951
AT5G59010	4.85703	7.85746	13.2832	10.7242	12.893	10.781	5.01805	9.33095	14.1246	9.67238	13.7313	13.2149	5.48975	6.63541	12.1185	9.82263	13.0375	9.51639
AT5G54020	0.927796	1.08112	0.956066	0.863774	0.987592	0.743944	0.953303	0.549171	0.357965	0.956981	1.39437	0.564069	1.2014	0.8465	1.11662	0.955217	0.800892	0.916055
AT2G45620	25.8708	26.1335	28.908	24.4156	38.7555	52.9143	22.9274	25.3528	24.3791	25.568	39.6098	49.8716	24.556	25.1406	26.3038	23.2057	42.0279	55.1589
AT1G14250	3.50899	13.4231	14.6218	8.48115	3.87474	5.54357	2.53942	10.3427	8.1016	6.23876	5.22073	3.96645	2.6063	11.1083	9.94823	8.96293	5.21596	3.01442
AT3G55590	0	0	0	0	0.0988598	0	0	0.0908721	0	0	0	0	0	0	0	0	0	0
AT5G44760	0	0	0	0.075033	0	0.0586192	0	0	0.0828485	0	0	0	0	0	0	0.0824772	0	0
AT4G34160	34.4363	29.9557	27.0252	38.8486	35.4332	40.0657	36.5935	35.1807	30.9624	37.7614	40.3022	41.3947	31.4357	24.7346	30.1214	40.5497	37.9796	42.4472
AT4G38660	40.4181	29.161	32.709	49.9779	39.8403	40.5008	36.7103	29.1564	32.8731	43.1615	42.7459	44.5493	33.6781	26.7049	32.3259	48.4417	46.6629	43.2197
AT4G33390	0.167848	0.0298095	0.0657856	0.107892	0	0.112578	0.0455104	0.0612152	0.0402184	0.0332579	0.0635362	0.0354372	0	0.068564	0.049414	0.0402759	0.0982734	0.0293636
AT4G39530	0.972169	0.586383	1.24003	1.53107	1.26984	1.51328	0.829525	0.747581	1.4968	1.22456	1.5947	1.3166	0.898152	0.534778	1.45319	1.42361	1.28922	1.43022
AT1G45976	20.2808	16.004	18.9953	20.2572	27.9617	28.7782	20.5979	19.5787	17.3684	15.7573	27.2579	27.9142	21.666	19.7151	18.2804	19.0245	25.1169	29.1651
AT5G16920	0.165628	0	0	0	0	0	0.183066	0	0	0	0.130788	0	0.166787	0	0	0	0	0
AT5G19750	27.4985	22.4097	31.6583	41.4375	36.0502	36.0249	32.88	20.836	30.4673	44.2629	33.5157	40.7298	27.1833	21.9628	28.7688	37.0883	32.718	35.1073
AT5G43930	6.71496	7.49791	7.99946	9.19924	10.6647	13.9631	7.99123	8.10319	8.34285	7.82005	12.909	11.6407	8.87612	8.38051	8.14475	7.6365	12.1697	13.5246
AT5G43935	0	0.117089	0	0.139961	0	0	0.176047	0	0	0	0	0.135976	0	0	0.0951772	0.156208	0	0
AT4G05200	10.4618	9.96283	12.1087	8.00443	10.7852	10.0748	6.05371	13.6611	11.3103	9.15355	9.68086	11.0866	12.093	13.2235	12.692	9.39561	9.41758	11.4552
AT5G11930	2.52007	1.27676	0.795395	1.17968	1.03562	0.875108	1.50078	0.733252	0.705594	2.19346	1.19602	1.13389	1.68585	0.619515	0.740922	3.59173	1.39721	0.896019
