Gene	control.Rep1	control.Rep2	control.Rep3	control.Rep4	heat.Rep1	heat.Rep2	heat.Rep3	heat.Rep4	drought.Rep1	drought.Rep2	drought.Rep3	drought.Rep4
AT2G46225	-0.2640381	-0.111216545	0.088451385	0.122611046	-0.08974838	-0.14504719	-0.29048824	-0.10405636	0.3288107	0.1425333	0.3494854	0.6116781
AT5G01650	-0.14194965	-0.109825134	0.15267754	0.1548996	-0.029867172	-0.0689764	0.029065132	0.5361223	0.03707218	-0.22650337	0.29901695	0.2823105
AT1G08790	-0.040542603	-0.1578064	-0.08771324	-0.26104832	-0.21112442	-0.16054726	-0.53941154	-0.22431278	0.21425915	0.43617725	0.15588951	0.16441536
AT5G43850	0.12504864	0	-0.22012043	0.24837685	-0.043994904	-0.055664062	-0.073241234	0.027313232	0.10559273	-0.12693214	-0.025353432	-0.006150246
AT1G14610	-0.10333443	0.07834816	0.12679291	0.007851601	-0.06703377	-0.067523	0	0.012490273	-0.19941044	-0.2993555	-0.18759823	-0.29730606
AT5G48740	-0.17928457	-0.31781673	0.16393185	-0.00354147	0.31131744	-0.15819359	-0.26425934	-0.7998562	0.64902544	0.05797863	0.20228529	0.566844
AT5G10800	0.09350014	0.16451693	0.02467966	-0.16377926	0.45586967	0.29771137	0.09587622	0.1874218	0	-0.024038792	-0.18064308	-0.4098363
AT2G27960	-0.10425663	-0.22547722	0.14814568	0.1312418	-0.16041565	0.04264164	0.10615635	0.43967724	-0.057988167	0	0.06899071	0.2816124
AT4G28397	-0.22056007	-0.53208923	0.7101183	0.321743	-0.3656969	0.1230979	0.706306	0.055343628	-0.2356615	0.043994427	0.5701146	1.232472
AT1G06510	0.067100525	0	0.045607567	-0.040367126	0.000255	-0.020206451	-0.11827469	-0.18736553	0.16710567	0.07963085	0.062288284	0.09188366
AT1G20900	-0.33747578	-0.009561539	0.5460782	0.18799877	-0.20700121	0	0.19962072	0.32066917	-0.47538042	-0.2701726	0.2054987	0.27100563
AT3G22590	-0.20100975	0.01722908	0.05571556	0.039967537	-0.070794106	0.024913788	-0.16055393	0.07462883	-0.029907227	-0.055336	0	-0.08548164
AT1G27850	-0.25636292	-0.064888954	0.035024643	0.08319378	-0.14334488	0.03964138	0.20410824	0.13758469	0	-0.10223675	0.35116768	0.18682766
AT5G09570	-0.018248558	-0.014216423	-0.09190178	-0.11830616	0.041089058	-0.003935814	-0.00485611	0.21920872	0.14736748	-0.07501602	0.2323637	0.22739887
AT5G51890	-0.052311897	0.2736473	-0.102731705	-0.30076122	0.013996124	-0.21451378	-0.3947134	0	0.14198875	0.47882652	0.04065609	0.138587
AT5G47250	-0.14886475	-0.23072338	-0.19908333	-0.06403828	-0.32669544	-0.08704662	-0.06612587	-0.5848751	-0.16229725	0.13139725	-0.11168194	0
AT3G45160	-0.19565582	-0.12164593	0.20102882	0.19140911	-0.1755724	0.008149147	0.270504	0.25368118	0.44527626	0.24831963	0.5761957	0.14257908
AT1G06280	-0.011415958	1.6536112	-0.17959642	-0.050940037	0.9721842	1.1689487	-0.6577425	-0.74821854	1.3074684	0.61091995	0.1673727	-1.3089275
AT2G02810	-0.98783684	-0.020476341	-0.11108112	0.10507774	0.86142063	0.6876545	0.5346794	0.3734455	-0.24927807	0.07387638	-0.09074116	0.62191486
AT5G51840	-0.18568993	-0.22537613	-0.02717781	-0.0942812	0.28616524	-0.11514473	0.124978065	0.052535057	0.16190338	-0.37775993	0.09835148	-0.010997772
AT2G43630	-0.02015686	0.12730789	0.24106884	0.054888725	-0.15779972	-0.21190071	-0.29292488	-0.3963585	-0.108929634	-0.09948254	0.06697273	0.11006069
AT1G70370	-0.16740799	-0.020461082	0.15418625	0.049135208	0.3407116	0.1970501	0.40211582	0.5298338	-0.17640686	-0.2298441	0.14727688	-0.1665659
AT1G56570	-0.4079361	0.51302814	0.124886036	0.31923628	0.34266806	0.3511629	0.34328794	-0.2380805	-1.285965	-0.7140622	-1.1316447	-1.3641901
AT1G17500	-0.15982533	0.21147728	-0.37489033	0.08855724	-0.09111023	-0.17933083	-0.10791397	-0.006510735	0.028110504	0.09125805	-0.046941757	-0.19749832
AT1G74510	-0.000665	0.08734989	-0.057966232	-0.096396446	0.12878323	0.07147026	-0.15055561	0.123090744	-0.095674515	-0.06959438	-0.23411751	-0.23088646
AT5G64200	0.08973026	0.35331535	-0.02480793	-0.09566212	0.20456123	-0.021671295	-0.3622303	-0.21018696	-0.1935234	0.3174715	-0.32529354	-0.09470177
AT1G75230	-0.15657806	-0.1346426	-0.09970188	0.030369759	-0.01955986	0.035058975	0.15836716	0.006170273	-0.77718925	-0.32459354	-0.06696224	0.16062927
AT2G04070	-0.015993118	-0.7633691	-0.2271843	-0.5901494	-1.2214327	-0.23410082	0	1.1647615	0.013585091	-0.28948498	0.004401684	-0.019279957
AT2G26920	0.003811836	-0.15653324	0.044734955	-0.078453064	-0.082120895	0	0.020144463	0.16536522	0.15363407	-0.18024826	0.06937218	0.017840385
AT5G59590	-0.14281559	0.9039464	-0.038159847	-0.32402325	0.68290615	0.83152676	-0.15389347	-0.47983885	0.7253308	0.5641775	0.15360928	-1.7122335
AT3G58040	-0.014349937	0	0.104268074	0.1447916	0.26227474	0.02807808	0.25609875	0.15046692	-0.42108917	-0.28385544	-0.071193695	-0.2292242
AT3G62780	-0.002688408	-0.002896309	-0.5665183	0.4856825	-1.0933194	-0.6667557	-0.45909786	0.13211632	1.0699091	1.2436485	1.1540775	1.3796358
AT2G03070	0.2385292	0.02412033	-0.29238224	-0.1758604	0.019956589	0.23439121	-0.11381817	0.037071228	-0.2193346	0.11654091	-0.052072525	-0.058864594
AT1G51140	0.09718418	0.06721115	0	-0.07847214	0.057803154	0.13738728	-0.16591072	-0.9655256	0.3636713	0.38852024	-0.03958702	-0.1914854
AT1G35470	-0.06266689	-0.08373737	0	-0.022334099	0.001935005	-0.02627945	0.04986	0.013996124	-0.114349365	-0.036040306	0.09808159	-0.06491947
AT1G77145	0.087919235	0.05492592	0.13660526	0.024783134	-0.67977524	-0.4042406	-0.4078312	-0.46119022	-0.35762215	-0.37210274	0.007136345	-0.14378166
AT5G23680	-0.01496315	-0.035853386	0.07370567	0.29933453	-0.34982204	0	0.10355282	0.08177185	0.13071537	-0.47532654	-0.15153503	-0.14100361
AT4G26455	0.1812849	0.22031021	-0.2670393	0.03808689	-0.06053734	-0.042696953	-0.27120113	-0.53350544	0.39372635	0.2438345	-0.17925167	-0.19610119
AT3G28730	0.12221432	0.1528492	0	-0.14495468	-0.010185242	-0.07831669	-0.109303474	-0.027738571	0.30613804	0.15272808	0.09830952	0.043029785
AT3G19120	-0.26437664	-0.16982746	0.05745411	0.13872242	-0.081840515	0	-0.00657177	-0.07779789	0.014738083	-0.41864014	-0.01873207	-0.116072655
AT1G28200	0.042144775	0.059337616	0	-0.023477554	0.047697067	-0.042268753	0.001624107	0.035336494	-0.16914082	-0.06775093	-0.27076626	-0.09486866
AT4G11470	0.17177105	0	-0.8561058	0.16301584	-0.07638168	-0.19991302	0.16953468	-0.07725048	-0.92430305	-0.9987993	-0.70595455	1.415719
AT3G62000	0.03525448	0.08256149	0.123719215	0.005745888	0.03785801	0.33523846	0.17472649	0.04807377	-0.2819643	-0.33533	-0.26133823	-0.13347435
AT4G08875	-0.27738762	0.49107838	1.5056248	0.71750784	3.4882817	-0.1680193	-0.24380016	-0.37068653	-0.8076649	-1.0906048	0.2153759	1.0134029
AT1G34300	0.015551567	-0.20860195	-0.2695713	-0.04874611	-0.18535042	0.119568825	-0.11306667	-0.07145691	0.06994724	0.08547592	0.03021431	-0.0695734
AT3G48670	-0.13520622	0.0715847	0.1608057	0.12850189	-0.14347649	-0.03841591	-0.088630676	0.06510544	0.20318127	-0.0892725	0.08601284	-0.19346714
AT5G37710	-0.014792442	0.05188656	-0.002821922	0	-0.25567532	-0.275589	-0.31628895	-0.39913464	0.15233803	0.6299467	0.91578484	0.70052433
AT4G01995	0.12654877	-0.27916718	-0.114974976	0.075232506	0.16124249	0.12150669	0.060905457	0.1514616	-0.14101028	-0.35059643	-0.101034164	0.1552248
AT5G65310	-0.11405468	-0.25533867	0.13701248	-0.091365814	0.15902328	0.13397694	0.43073654	0.33197784	-0.6083622	-0.5030947	-0.52268696	-0.4609003
AT3G27940	0.0732913	-0.65515757	-0.14577341	-0.08307743	-0.21714306	0.013914585	-0.12142801	-0.13620949	0.4016633	0.16680002	0.13317156	0.31203127
ATMG00560	-0.08246374	-0.19436693	0.46344566	0.35679817	0.16785622	0.33119488	0.54096985	0.37644005	-0.8132725	-0.3048725	0.1086216	0.099181175
AT3G02530	-0.24560738	-0.017860413	0.21612549	0.03305435	-0.030205727	-0.0972805	0.13768482	0.10687256	-0.40376568	-0.27076626	-0.16429043	-0.12828732
AT2G31680	0.2952795	0.05366707	-0.042897224	-0.058109283	-0.013080597	0.005196571	-0.040919304	-0.19239807	0.54934597	0.6379471	0.5869732	0.54468536
AT2G30530	-0.21815968	-0.1678524	-0.009674072	0.10885239	-0.30165386	-0.41284657	-0.113080025	0.052660942	0.22176361	-0.12551689	0.23369789	0.22181797
AT5G54010	-0.16709518	0.01979065	-0.6720829	0.8622041	0.30095005	0.6480541	-1.0058308	-0.8257179	-0.7134466	0.69870806	-0.5926552	-0.22250557
AT4G16340	-0.11900234	-0.013763428	-0.07898426	-0.17330837	0.1807146	0.094101906	0	0.2866068	-0.14005756	0.15076256	-0.05981064	-0.038350105
AT1G02420	-0.024028301	-0.018322945	0.30291843	0.004445076	0.18611479	0.36489153	0.24893188	-0.9842663	-0.048576355	-0.22409344	-0.58275604	-0.3482437
AT1G16940	0.24558544	1.2942114	0	1.4418879	-0.12391949	-1.3278532	-0.13038921	0.29953575	-0.044675827	3.8723016	0.67456055	0.34759235
AT3G24190	0.068203926	-0.010860443	0	0.039274216	-0.2870245	-0.15331745	-0.15584946	-0.87346554	0.5001631	-0.03407669	0.14457321	0.038775444
AT1G26520	0	0.037462234	0.24076843	-0.03511429	-0.18901825	-0.05589962	0.18290901	0.20365906	-0.34555626	-0.23535442	-0.1831541	-0.019306183
AT5G45750	0.15336132	0.30576992	0.19460106	0.23436356	1.0725269	0.8267708	0.9771118	-0.09234524	0	-0.12723732	0.0939579	0.13868523
AT1G55152	0.29657078	-0.15132141	0.16116047	0.07330608	-0.19058228	-0.16301441	0.14156532	0.53942204	0.46955585	0.1992855	0.5864353	0.32440758
AT1G15170	0.33368254	0.26045465	-0.18116522	-0.34944677	0.37441254	0.3044486	-0.14447737	-0.45902157	-0.8875208	0.063438416	-0.7764492	-0.41800547
AT3G26640	-0.040715218	0.04878521	-0.095113754	-0.12080765	-0.14949131	0	-0.15376282	0.06029129	-0.14905453	-0.022301674	-0.22502613	0.08189106
AT1G25480	-0.007732868	-0.04779768	-0.13896894	-0.06881428	0.227849	0.1192379	-0.019963264	-0.37997007	0.085868835	0.13428402	-0.15131235	-0.24917889
AT1G72930	-0.3730011	-0.28987885	0	0.3484621	-0.3278036	-0.39793873	-0.047096252	0.23071194	0.60335636	0.3764248	0.9232416	0.850976
AT1G78700	0.15985775	0.055205345	0.12178993	-0.057476044	0.26720905	0.06555462	0	-0.0797205	0.16667843	0.1027441	0.090174675	-0.08008289
AT1G76580	0.39331388	0.1704402	0.061716557	-0.08042717	-0.5104022	-0.54425097	-0.44431973	-0.45122862	-0.05996132	0.4219947	0.13355637	0.31958914
AT3G43160	-0.44111443	0.2710352	0.24548626	0.24651337	-0.015800476	-0.00792408	0.18030167	0.35304546	0.034988403	-0.21945	0.53780556	-0.06763077
AT3G57785	0	0.033024788	0.048470497	-0.5736952	0.24865484	0.010460377	-0.500967	-0.4029498	-0.042362213	0.101509094	-0.5160966	-0.2950287
AT1G22310	-0.08194637	-0.23713398	0.07488155	-0.09470558	-0.011789322	0	-0.002470017	-0.061203957	-0.021065712	-0.096549034	0.24563599	0.2704897
AT3G59840	0.19367695	0.12070274	-0.098101616	-0.05665493	0.2118454	0.26790333	0.11349869	0.33253288	-0.3640995	0.09173775	-0.33740807	-0.18852329
AT1G76480	-0.116209984	-0.021012306	-0.1115942	0.1209774	0.27529478	0.26406336	0.2020483	0.27738667	-0.472013	0.5942693	0.2638812	-0.342278
AT5G12210	0.00317955	0	0.048651695	-0.041380882	-0.002734184	0.14481354	0.15754128	-0.07144165	-0.49481583	-0.055470467	-0.321743	-0.047797203
AT1G61255	-0.18953705	-0.24038458	-0.45902348	-1.194057	-0.21688986	-0.04770708	-0.17349195	0	0.5928788	-0.12666035	-0.09269905	0.13042879
AT4G24940	-0.21305466	-0.049262047	-0.021310806	0.19939804	-0.08551216	-0.10216808	-0.09037304	-0.004257202	-0.093203545	0.060549736	0.1801405	0.1079483
AT5G61540	-0.14551544	-0.21473885	-0.19799137	0	-0.18088722	-0.038749695	-0.16761303	0.053318024	0.113204	0.060585976	0.24252987	0.1985836
AT4G15890	-0.5595646	0.11175728	0.124361515	-0.07454538	0.068155766	-0.14331579	-0.2634182	-0.04085207	-0.6170168	0.37551546	-0.43846703	-0.38783216
AT1G65985	-0.55602264	-0.18045807	0.062145233	-0.14442539	0	-0.0122118	-0.08735275	0.056103706	0.04347229	-0.092573166	-0.03990364	0.07397938
AT4G12080	0.3534298	-0.14819813	-0.2199831	0.043488503	-0.2384119	-0.2316823	-0.14729977	0.12641668	0.46339607	0.5514231	0.87186	0.95413446
AT1G27070	0.13556099	0.18801212	-0.05613613	-0.09173679	-0.034522057	0.13152027	0.17434597	-0.058772087	-0.2305975	0.03111744	-0.005916596	-0.007061005
AT5G47780	0.036478043	-0.16604519	-0.009245873	-0.21374226	0.030536652	-0.10778904	-0.03449154	0.13893032	0.37368107	0.15169334	0.3735056	0.33547878
AT5G45430	0.28389835	0.14952946	-0.26015854	-0.1786251	0.110007286	0.100250244	-0.060673714	0.104352	0.036211014	0.048667908	-0.2986765	-0.40297413
AT3G10040	-0.09356594	0.24041367	0.26718998	0.13990593	-0.13127327	-0.23660088	-0.3577528	-0.17137098	-0.11213732	-0.29697514	-0.045799255	-0.24722242
AT4G37270	0.033439636	0.095853806	-0.045336723	-0.0834589	0.12974548	0	-0.2831049	-0.15295506	0.20232582	0.02842331	-0.027222633	-0.13459587
AT1G03110	-0.13054848	0.14183044	0.03935337	0.19280624	-0.04900551	0.070856094	0.05766487	0.21491432	-0.3993683	-0.12653732	-0.5052519	-0.10222244
AT3G17930	0	-0.08280754	0.094649315	0.1166172	-0.067539215	-0.031430244	-0.15384483	0.16548347	0.14038181	-0.11007595	0.21110249	0.0662384
AT4G19130	-0.12539005	0.05885315	0.11987305	0.13768625	0.22361374	0.4270563	0.60428715	0.44721127	-0.7883601	-0.468935	-0.584157	-0.33201504
AT3G59650	0.006258965	0.187109	0	0.016780853	0.050696373	-0.005020142	-0.038653374	0.060865402	-0.26954842	-0.23808289	-0.36806965	-0.16405582
AT2G22430	0.2760582	0.16621876	0.07818985	0.20228672	-0.080718994	-0.580451	-0.7824917	-0.83627796	-0.4085064	-0.17559528	-0.47096252	-0.3336916
AT2G34450	-0.10670471	0.04298687	0.12313843	0.08753109	0.23176765	0.18051529	0.21495438	-0.78799915	0.04590416	-0.24584961	-0.001076698	0.017982483
AT4G16670	-0.14212608	-0.22667408	-0.2723589	-0.06700516	-0.15337563	0.08241749	-0.02667141	-0.15232182	0.095692635	0.033932686	-0.12170982	0.08810043
AT1G65870	-0.37760115	-0.09908247	0.5949435	0.5343828	-0.20514202	0.8463578	0.76028013	1.0412426	0.41925716	-0.5448079	-0.096737385	-0.37958527
AT4G33160	0.14292622	0.20220852	0.1542244	0.21936512	-0.39848804	-0.6493845	-0.7683377	-0.4585781	-0.0792799	-0.10722065	0.24816036	0.06069565
AT2G44680	0.26909828	0.015889168	-0.12936592	-0.21482468	-0.14402771	0.07727337	-0.07874298	0.0646801	0.18251896	0.117097855	-0.10190678	-0.004901886
AT2G43430	0	0.071050644	-0.040057182	-0.024172783	0.008639336	-0.006030083	0.078679085	-0.6377907	-0.007546425	0.22729874	0.13423252	0.3139639
AT1G25420	0.06503868	-0.15546608	-0.01765728	0.067629814	-0.23782635	-0.23063278	-0.07919502	-0.081383705	0.3775196	-0.025915146	0.061686516	0.13085842
AT4G14090	0.20981836	0.04425049	-0.34572554	-0.2581234	0.32784033	0.23008728	-0.071668625	-0.53317547	-0.17374086	0.24816561	-0.10108614	-0.115362644
AT5G63610	0.000379	-0.045570374	-0.14815235	-0.09037495	-0.26884174	0.016934395	-0.33265686	-0.09226513	0.20298004	-0.00988102	-0.29962254	-0.1084528
AT2G39990	0.005595207	0.08648968	0.12793922	-0.005922318	-0.2456255	0.050831795	-0.042393684	-0.020145416	-0.2905035	-0.13019657	-0.082455635	0.044852257
AT1G77920	0.06902981	-0.032731056	-0.23132706	-0.005889893	-0.13865852	-0.21839237	-0.23309231	-0.21476555	0.042401314	-0.41006756	-0.2532463	-0.048885345
AT1G03330	-0.22468948	-0.09745693	0.079805374	0.057245255	-0.0986824	-0.11070347	-0.05908394	-0.6367502	0.0740757	-0.14273643	0.21523285	0.18937683
AT3G06750	0.07640648	-0.05438614	0.033441544	-0.049121857	0.56988144	0.71855164	0.8117876	0.61796474	-0.18475628	0.084768295	0.11517811	0.2567463
AT5G58510	0.012495041	0	-0.0989809	-0.1569643	-0.07519436	-0.09744167	-0.2237091	-0.23517704	0.237216	0.31244755	0.07047176	-0.057590485
AT3G05050	-0.043042183	0.032197	-0.011289597	-0.030014992	-0.025044441	-0.047164917	0.09540367	0.19694519	0.0682888	0.048239708	-0.028216362	-0.10772896
AT1G03150	0.09357166	-0.10374451	0.016155243	-0.006203651	0.06621647	0.16725731	0.13976097	0.24592686	-0.10232735	-0.058509827	-0.029894829	0.09118557
AT2G33360	0.16449165	-0.09435558	-0.13419199	-0.06280184	0.17216015	0.02576065	0.08015442	0.10206604	0.3313284	0.006987572	0.107449055	-0.033979893
AT5G14730	0	-0.12710714	-0.11257458	0.12478161	2.0696383	2.212659	2.012248	1.551486	-0.5769892	-0.5426831	0.22818136	-0.22188711
AT1G55890	-0.10680866	-0.003857613	0.12177086	0.04926777	-0.08277798	-0.14588451	0.018533707	0.046875954	-0.22010326	-0.20665741	-0.14031982	0.018486977
AT1G56120	-0.009366512	-0.32404327	-0.95397377	-0.17347097	-0.16316605	-0.10197258	-0.43533182	0.05146408	0.8691845	0.78118134	0.50876045	0.54290104
AT1G67560	0	-0.002146721	-0.11896324	-0.020389557	-0.011539459	0.006191254	-0.24117565	-0.016168594	0.36495018	0.38420105	0.22364998	0.3199625
AT3G22300	-0.052703857	0.050390244	0.011960983	-0.05859375	-0.12451649	0.023079872	-0.041413307	0.052981377	-0.16770363	0.040340424	-0.15431309	0.040467262
AT5G61230	0	-0.074282646	0.014703751	0.037018776	0.04204178	0.072265625	0.15875244	0.10012531	-0.08189964	-0.32529163	-0.10518074	-0.2317524
AT4G25670	-0.013993263	-0.23091507	-0.049967766	0.12938881	-0.31022263	-0.21823406	-0.016206741	0.21425724	0.15966702	-0.08090019	0.04374218	0.027261734
AT5G22330	-0.032913208	-0.015953064	0.041523933	0.07600117	-0.2100153	-0.038451195	0	-0.05622673	-0.4061365	-0.06950188	-0.18209076	-0.17718983
AT1G78800	-0.11097145	0.003771782	-0.024207115	-0.049459457	-0.1700182	-0.124788284	-0.1463499	-0.013955116	0.010530472	-0.00349617	0.07541752	0.07832146
AT2G01980	0.2318592	-0.39796066	-0.080221176	0.012387276	-0.08614063	-0.20600033	0.025291443	0.09714699	0.16456604	0.24785995	0.115735054	0.17303371
AT5G67260	0.040530205	0.25013638	0.000902	-0.10405445	0.30278778	0.2844944	-0.052524567	0.12359619	-0.60478497	-0.25530148	-0.59879017	-0.57070065
AT5G43680	-0.03573513	-0.062350273	0.10298729	0.059547424	-0.25919247	-0.06962967	0.02173233	-0.022239685	-0.17541504	-0.15538883	0.20176506	0.07794094
AT4G28570	-0.009673119	-0.14352036	-0.111172676	0.1271143	0.053448677	0.22699833	-0.04056835	-0.08423805	0.34280396	-0.02533722	0	-0.10836887
AT1G22275	0.014065266	3.191671	-1.7211928	-0.72494364	-0.30146313	-0.19853354	-0.004916191	0.27357578	-0.60695124	-0.3033352	-0.18212557	-0.7838011
AT5G16540	-0.09535313	-0.006404877	-0.29435158	-0.29607487	0.22899532	0.37296104	0.04745674	-0.07484722	-0.2651987	0.028503418	-0.21162128	-0.11693096
AT5G20600	0.06948757	0.037848473	0.20543098	-0.06700802	-0.12884331	0.05672264	0.11314106	0.31162262	-0.013636589	-0.238451	-0.1330738	-0.40907574
AT4G31440	-0.14884567	-0.043904305	0.21849108	0.27330446	0.16267776	0.11826992	0.21694422	-0.114676476	-0.37926102	-0.028275013	0.07303667	-0.1294775
AT5G53870	-0.097332	-0.6107197	-0.19259977	-0.20253134	-0.8040743	-1.0729055	-1.0056419	-1.0792837	0.39046383	0.33249092	0.3598776	0.54973316
AT5G61830	0.3005123	-0.03340912	-0.03342724	-0.002169609	0.011989594	0.07781887	0.013475418	-0.033186913	-0.16498375	-0.05788231	-0.18433666	-0.13009071
AT3G02580	0.06374836	-0.07801533	0.07983112	-0.018735886	-0.0625782	-0.1185379	-0.078455925	-0.016233444	-0.16824818	-0.03238392	0.15799427	0.37241364
AT1G14920	0.112817764	0.12480259	0.032053947	0.008452416	-0.17654705	-0.17114544	-0.22422886	-0.07120514	0.015928268	0.56624794	0.2961111	0.36292362
AT2G29390	0.005560875	-0.022753716	0.051203728	-0.029857635	0.037365913	-0.009092331	-0.026657104	-0.15521717	-0.21105862	-0.006917	-0.08943462	0.05835724
AT3G20890	0.072696686	0.060441017	0.065672874	-0.051288605	0.103616714	0.01055336	-0.08365059	-0.27532864	0.16067791	-0.018992424	-0.25328064	-0.21848297
AT1G17490	-0.17398739	-0.41611862	0.076314926	0.3414278	-0.45025063	-0.43789005	0	0.17187881	0.2995844	-0.022342682	0.3002758	0.31313038
AT2G18250	0.0758152	-0.1627636	0.06824684	-0.049246788	-0.11572552	-0.15439606	-0.23679543	0.4791708	0.051361084	-0.16348839	0.06442928	0.15919495
AT2G12900	-0.054463387	0.23593998	-1.0016804	0.4194498	0.26398945	-0.42858505	-0.4559908	-0.6525793	0.35151196	-0.02938366	1.8342123	-0.6158066
AT3G19800	-0.022289276	-0.088134766	-0.018239975	0.010407448	0.023117065	0.08073521	-0.02288723	0.1504097	0.08260727	-0.044298172	0.32157803	0.3104105
AT5G11760	0.10454273	0.07612133	-0.041773796	0.085422516	-0.117316246	-0.000857	-0.011738777	0.20011139	0.009906769	-0.06268597	0.22322369	0.11034489
AT4G23650	-0.107972145	-0.011322022	-0.081879616	-0.008588791	-0.19592762	-0.18797207	-0.06458664	0.06795406	0.31823158	0.20205212	0.44104576	0.34588528
AT2G46140	0.4470806	0	-0.09296417	0.009000778	-0.19893932	-0.4797325	-0.08982754	0.32402706	0.4514284	0.41225052	0.40606785	0.37584782
AT1G09610	-0.34891272	0.16789436	-0.31507826	0.34761333	0.3216052	-0.008210659	-0.2905345	-0.2328763	0.38009882	0.6441927	0.03315258	0.20625496
AT5G28610	-0.23099422	-0.34306908	0.56130266	0.61506987	-0.066455364	-0.013578892	0.542634	0.50408936	-0.22192621	0	0.8985052	0.43005276
AT2G45412	0.0906353	1.1215277	-0.1608162	1.3553381	-0.66493225	-1.4171858	0.7703204	1.047535	0.7553272	-0.32310867	0.48161507	0.67966175
AT4G21216	0.087739944	1.1522627	-0.16288948	1.2849951	-0.5761757	4.0826707	-0.291605	0.12088585	0.92123604	-0.51694584	0.5026779	0.3812399
AT2G30990	0.08496761	0.13282299	0.122844696	0.06434059	0.13316536	-0.10854244	0.2704401	0.27442074	-0.084941864	-0.026270866	0.23553562	0.109392166
AT3G07630	0.16476727	0.11731434	0.029081345	-0.000909	-0.20572853	-0.09029484	-0.057035446	-0.25267696	-0.24070358	0.20741272	-0.11252689	0
AT1G08640	-0.07293987	0.010984421	0.12520313	0.09150505	-0.055103302	0.047947884	0.004214287	0.14105129	-0.22056103	-0.18533897	-0.032470703	-0.017033577
AT2G16060	-1.073925	-0.8023195	-0.31441784	-0.36557007	0	0.3366785	0.44379997	1.0507097	0.2797327	0.0519104	0.25679874	0.26706886
AT1G64460	-0.012206078	0.13788795	0.048103333	0	0.6478348	0.41841125	0.18755436	0.05137062	-0.22636509	-0.1809597	-0.09824848	0.069176674
AT4G16510	-0.27514648	-0.06519222	0.16967201	0.11013985	-0.061034203	-0.09566498	0.12302208	0.1744461	0.010189056	-0.28692722	-0.07272625	0.09674072
AT5G48385	-0.11245155	0.004976273	0.027962685	-0.014164925	-0.13554573	-0.01682663	-0.060946465	0.022138596	0.19885921	0.06384277	0.32597828	0.16065216
AT1G07030	0.02554512	0.06705761	0.003446579	-0.018389702	0.07301521	0.030555725	0.001351357	-0.010756493	-0.6654787	-0.1930275	-0.35068226	-0.29207993
AT5G07300	-0.22949505	-0.03122902	-0.100045204	0.075876236	-0.032953262	0.06070614	-0.051163673	-0.030240059	-0.5826769	0.005867958	0.010373116	-0.08507633
AT5G66250	0.06444168	-0.23877525	-0.103554726	0.08280754	-0.34308052	-0.27616692	-0.41683197	-0.13859653	0.4036045	0.18611431	0.30628777	0.28295803
AT2G34340	0.5047798	0.5866556	-0.6354704	-0.11012459	0.9301944	0.72955513	-0.6518879	-0.18702888	1.1276054	1.0918188	0.7559099	0.35912132
AT3G17590	-0.19740868	-0.14140224	0.1213398	0.041540146	-0.3363924	-0.15103054	-0.078811646	0.10270119	0.017390251	0.05228424	-0.0165596	0.050302505
AT5G26617	0	2.2995172	-1.7762847	-0.58709097	1.0510874	1.2254543	-1.5613246	0.09328318	1.0744333	1.9752445	0.073847294	-1.472794
AT2G28230	-0.012095451	-0.017092705	0.035978317	0.10930824	-0.07041931	-0.059911728	0.07705879	0.08735371	-0.06354427	0.1015625	0.04021263	0.21366501
AT1G70640	1.5452495	0.68627405	0.9549012	0.6996627	1.0638423	1.1240993	1.8137298	1.6231971	0.7160268	-0.6057596	0	-0.44149685
AT5G37420	-0.75453377	0.297606	0.32882023	0.4401312	0.5834942	0.7276406	1.1505785	-0.70933056	-1.0427141	-0.3613491	-0.32952213	-0.6640911
AT1G74060	-0.11295605	0.040327072	0.09376526	-0.045809746	-0.16336155	0.018014908	0.04410839	0	-0.38927555	-0.24964333	-0.19852066	-0.09301376
AT5G39820	-0.43110704	0.40284252	-0.7965102	0.5837674	-0.24817705	0.7696352	-0.83458185	0.82231903	0.07374334	-0.22914267	-0.123634815	-0.41880846
AT3G51110	0.001407623	-0.03439617	-0.01737976	0.003410339	-0.14132118	0.18830109	-0.1910305	-0.021410942	0.03600979	0.03017044	0	0.06474972
AT2G01570	0.28178406	0.29135513	0.32351685	0.3935213	0.493495	0.48975086	0.61416054	0.47859	-0.1007328	0.10013771	-0.0881176	-0.121995926
AT1G52440	-0.26064205	0.671288	-0.5475216	1.0090017	3.5341363	0.82579803	-0.22286415	-0.16375351	0.6526394	-0.6889944	0.08824921	-0.20234394
AT3G08943	-0.12058735	0.07142067	0.15928936	0.055566788	-0.1563654	-0.14229107	0.03893566	0.23711777	0.0476017	-0.12824821	0.007313728	-0.005162239
AT5G40060	0.1932869	0.07710171	0.007863045	-0.108961105	-0.3168211	-0.21196365	-0.3006897	-0.055869102	0.22892952	0.2046566	0	-0.118731976
AT1G19715	0.15206432	0.034258842	0.02782917	0.1164093	0.012991905	0	0.01671505	-0.04428196	-0.011910439	0.05000305	-0.031775475	-0.08468628
AT2G39810	-0.09341717	0.081264496	0.012639046	0.08715725	0.17606354	-0.07326317	-0.11734581	-0.13260365	0.11061382	-0.019572258	-0.25367928	-0.24159431
